Name,Type,Product,Activity,Database
CROPS_TO_JETFUELS,Operation,"kerosene, synthetic","kerosene production, synthetic, Fischer Tropsch process, hydrogen from wood gasification, energy allocation","image, remind, message, tiam-ucl"
CROPS_TO_JETFUELS,Construction,petroleum refinery,petroleum refinery construction,"image, remind, message, tiam-ucl"
CUMENE_PROCESS,Construction,"chemical factory, organics","chemical factory construction, organics","image, remind, message, tiam-ucl"
CUMENE_PROCESS,Operation,cumene,"cumene production, benzene alkylation, zeolite process","image, remind, message, tiam-ucl"
DAC_HT,Operation,"carbon dioxide, captured","carbon dioxide, captured, with a sorbent-based direct air capture system, 100ktCO2","image, remind, message, tiam-ucl"
DAC_HT_PLANT,Construction,direct air capture system,"direct air capture system, sorbent-based, 100ktCO2","image, remind, message, tiam-ucl"
DAC_HT_PLANT_DECOM,Construction,direct air capture system,"treatment of direct air capture system, sorbent-based, 100ktCO2","image, remind, message, tiam-ucl"
DAC_LT,Operation,"carbon dioxide, captured","carbon dioxide, captured, with a solvent-based direct air capture system, 1MtCO2","image, remind, message, tiam-ucl"
DAC_LT_PLANT,Construction,direct air capture system,"direct air capture system, solvent-based, 1MtCO2","image, remind, message, tiam-ucl"
DAC_LT_PLANT_DECOM,Construction,direct air capture system,"treatment of direct air capture system, solvent-based, 1MtCO2","image, remind, message, tiam-ucl"
DEC_ADVCOGEN_H2,Operation,"heat, from residential heating system","heat, residential, by conversion of hydrogen using fuel cell, PEM, allocated by exergy, distributed by pipeline, produced by Electrolysis, PEM using electricity from grid","image, remind, message, tiam-ucl"
DEC_ADVCOGEN_H2,Construction,"fuel cell, polymer electrolyte membrane, 2kW electrical, future","fuel cell production, polymer electrolyte membrane, 2kW electrical, future","image, remind, message, tiam-ucl"
DEC_BOILER_BIOGAS,Operation,"heat, central or small-scale, natural gas","heat production, natural gas, at boiler modulating <100kW","image, remind, message, tiam-ucl"
DEC_BOILER_BIOGAS,Construction,gas boiler,gas boiler production,"image, remind, message, tiam-ucl"
DEC_BOILER_BIOOIL,Operation,"heat, central or small-scale, other than natural gas","heat production, light fuel oil, at boiler 10kW condensing, non-modulating","image, remind, message, tiam-ucl"
DEC_BOILER_BIOOIL_BOILER,Construction,"oil boiler, 10kW","oil boiler production, 10kW","image, remind, message, tiam-ucl"
DEC_BOILER_BIOOIL_TANK,Construction,"oil storage, 3000l","market for oil storage, 3000l","image, remind, message, tiam-ucl"
DEC_BOILER_GAS,Operation,"heat, central or small-scale, natural gas","heat production, natural gas, at boiler modulating <100kW","image, remind, message, tiam-ucl"
DEC_BOILER_GAS,Construction,gas boiler,gas boiler production,"image, remind, message, tiam-ucl"
DEC_BOILER_OIL,Operation,"heat, central or small-scale, other than natural gas","heat production, light fuel oil, at boiler 10kW condensing, non-modulating","image, remind, message, tiam-ucl"
DEC_BOILER_OIL_BOILER,Construction,"oil boiler, 10kW","oil boiler production, 10kW","image, remind, message, tiam-ucl"
DEC_BOILER_OIL_TANK,Construction,"oil storage, 3000l","market for oil storage, 3000l","image, remind, message, tiam-ucl"
DEC_BOILER_WOOD,Construction,"furnace, wood chips, hardwood storage area, 50kW","furnace production, wood chips, hardwood storage area, 50kW","image, remind, message, tiam-ucl"
DEC_BOILER_WOOD,Operation,"heat, central or small-scale, other than natural gas","heat production, wood chips from industry, at furnace 50kW, state-of-the-art 2014","image, remind, message, tiam-ucl"
DEC_COGEN_BIOGAS,Operation,"heat, central or small-scale, natural gas","heat and power co-generation, natural gas, 50kW electrical, lean burn","image, remind, message, tiam-ucl"
DEC_COGEN_BIOGAS_CHP,Construction,"heat and power co-generation unit, 50kW electrical, common components for heat+electricity","heat and power co-generation unit construction, 50kW electrical, common components for heat+electricity","image, remind, message, tiam-ucl"
DEC_COGEN_BIOGAS_ELEC,Construction,"heat and power co-generation unit, 50kW electrical, components for electricity only","heat and power co-generation unit construction, 50kW electrical, components for electricity only","image, remind, message, tiam-ucl"
DEC_COGEN_BIOGAS_HEAT,Construction,"heat and power co-generation unit, 50kW electrical, components for heat only","heat and power co-generation unit construction, 50kW electrical, components for heat only","image, remind, message, tiam-ucl"
DEC_COGEN_BIOOIL,Operation,"heat, central or small-scale, other than natural gas","heat production, light fuel oil, at boiler 10kW condensing, non-modulating","image, remind, message, tiam-ucl"
DEC_COGEN_BIOOIL_BOILER,Construction,"oil boiler, 10kW","oil boiler production, 10kW","image, remind, message, tiam-ucl"
DEC_COGEN_BIOOIL_TANK,Construction,"oil storage, 3000l","market for oil storage, 3000l","image, remind, message, tiam-ucl"
DEC_COGEN_BIOOIL_TURBINE,Construction,"heat and power co-generation unit, organic Rankine cycle, 200kW electrical","heat and power co-generation unit construction, organic Rankine cycle, 200kW electrical","image, remind, message, tiam-ucl"
DEC_COGEN_GAS,Operation,"heat, central or small-scale, natural gas","heat and power co-generation, natural gas, 50kW electrical, lean burn","image, remind, message, tiam-ucl"
DEC_COGEN_GAS_CHP,Construction,"heat and power co-generation unit, 50kW electrical, common components for heat+electricity","heat and power co-generation unit construction, 50kW electrical, common components for heat+electricity","image, remind, message, tiam-ucl"
DEC_COGEN_GAS_ELEC,Construction,"heat and power co-generation unit, 50kW electrical, components for electricity only","heat and power co-generation unit construction, 50kW electrical, components for electricity only","image, remind, message, tiam-ucl"
DEC_COGEN_GAS_HEAT,Construction,"heat and power co-generation unit, 50kW electrical, components for heat only","heat and power co-generation unit construction, 50kW electrical, components for heat only","image, remind, message, tiam-ucl"
DEC_COGEN_OIL,Operation,"heat, central or small-scale, other than natural gas","heat production, light fuel oil, at boiler 10kW condensing, non-modulating","image, remind, message, tiam-ucl"
DEC_COGEN_OIL_BOILER,Construction,"oil boiler, 10kW","oil boiler production, 10kW","image, remind, message, tiam-ucl"
DEC_COGEN_OIL_TANK,Construction,"oil storage, 3000l","market for oil storage, 3000l","image, remind, message, tiam-ucl"
DEC_COGEN_OIL_TURBINE,Construction,"heat and power co-generation unit, organic Rankine cycle, 200kW electrical","heat and power co-generation unit construction, organic Rankine cycle, 200kW electrical","image, remind, message, tiam-ucl"
DEC_COGEN_WOOD,Operation,"heat, central or small-scale, other than natural gas","heat production, wood chips from industry, at furnace 50kW, state-of-the-art 2014","image, remind, message, tiam-ucl"
DEC_COGEN_WOOD_BOILER,Construction,"furnace, wood chips, hardwood storage area, 50kW","furnace production, wood chips, hardwood storage area, 50kW","image, remind, message, tiam-ucl"
DEC_COGEN_WOOD_TURBINE,Construction,"heat and power co-generation unit, organic Rankine cycle, 200kW electrical","heat and power co-generation unit construction, organic Rankine cycle, 200kW electrical","image, remind, message, tiam-ucl"
DEC_DIRECT_ELEC,Construction,"auxiliary heating unit, electric, 5kW","auxiliary heating unit production, electric, 5kW","image, remind, message, tiam-ucl"
DEC_DIRECT_ELEC,Operation,"electricity, low voltage","market for electricity, low voltage","image, remind, message, tiam-ucl"
DEC_HP_ELEC,Construction,"heat pump, brine-water, 10kW","heat pump production, brine-water, 10kW","image, remind, message, tiam-ucl"
DEC_HP_ELEC,Operation,"heat, air-water heat pump 10kW","heat production, air-water heat pump 10kW","image, remind, message, tiam-ucl"
DEC_SOLAR,Construction,"flat plate solar collector, Cu absorber","flat plate solar collector production, Cu absorber","image, remind, message, tiam-ucl"
DEC_TH_STORAGE,Construction,"thermal storage system, solar tower power plant, 20 MW","thermal storage system construction, solar tower power plant, 20 MW","image, remind, message, tiam-ucl"
DEC_THHP_BIOGAS,Operation,"heat, future","heat production, natural gas, at diffusion absorption heat pump 4kW, future","image, remind, message, tiam-ucl"
DEC_THHP_BIOGAS_HEX,Construction,"borehole heat exchanger, 150m","borehole heat exchanger production, 150m","image, remind, message, tiam-ucl"
DEC_THHP_BIOGAS_HP,Construction,"heat pump, diffusion absorption, 4kW, future","heat pump production, diffusion absorption, 4kW, future","image, remind, message, tiam-ucl"
DEC_THHP_GAS,Operation,"heat, future","heat production, natural gas, at diffusion absorption heat pump 4kW, future","image, remind, message, tiam-ucl"
DEC_THHP_GAS_HEX,Construction,"borehole heat exchanger, 150m","borehole heat exchanger production, 150m","image, remind, message, tiam-ucl"
DEC_THHP_GAS_HP,Construction,"heat pump, diffusion absorption, 4kW, future","heat pump production, diffusion absorption, 4kW, future","image, remind, message, tiam-ucl"
DEEP_SALINE,Operation,"carbon dioxide, stored","carbon dioxide compression, transport and storage","image, remind, message, tiam-ucl"
DHN_BOILER_BIOGAS,Construction,"industrial furnace, natural gas","market for industrial furnace, natural gas","image, remind, message, tiam-ucl"
DHN_BOILER_BIOGAS,Operation,"heat, district or industrial, natural gas","heat production, natural gas, at boiler modulating >100kW","image, remind, message, tiam-ucl"
DHN_BOILER_BIOOIL,Operation,"heat, district or industrial, other than natural gas","heat production, light fuel oil, at industrial furnace 1MW","image, remind, message, tiam-ucl"
DHN_BOILER_BIOOIL_BOILER,Construction,"industrial furnace, 1MW, oil","industrial furnace production, 1MW, oil","image, remind, message, tiam-ucl"
DHN_BOILER_BIOOIL_TANK,Construction,"oil storage, 3000l","oil storage production, 3000l","image, remind, message, tiam-ucl"
DHN_BOILER_GAS,Construction,"industrial furnace, natural gas","market for industrial furnace, natural gas","image, remind, message, tiam-ucl"
DHN_BOILER_GAS,Operation,"heat, district or industrial, natural gas","heat production, natural gas, at boiler modulating >100kW","image, remind, message, tiam-ucl"
DHN_BOILER_OIL,Operation,"heat, district or industrial, other than natural gas","heat production, light fuel oil, at industrial furnace 1MW","image, remind, message, tiam-ucl"
DHN_BOILER_OIL_BOILER,Construction,"industrial furnace, 1MW, oil","industrial furnace production, 1MW, oil","image, remind, message, tiam-ucl"
DHN_BOILER_OIL_TANK,Construction,"oil storage, 3000l","oil storage production, 3000l","image, remind, message, tiam-ucl"
DHN_BOILER_WOOD,Operation,"heat, district or industrial, other than natural gas","heat production, wood chips from industry, at furnace 1000kW, state-of-the-art 2014","image, remind, message, tiam-ucl"
DHN_BOILER_WOOD_BOILER,Construction,"furnace, wood chips, with silo, 1000kW","furnace production, wood chips, with silo, 1000kW","image, remind, message, tiam-ucl"
DHN_BOILER_WOOD_DUST,Construction,"dust collector, electrostatic precipitator, for industrial use","market for dust collector, electrostatic precipitator, for industrial use","image, remind, message, tiam-ucl"
DHN_COGEN_BIOGAS,Operation,"heat, district or industrial, natural gas","heat and power co-generation, natural gas, 1MW electrical, lean burn","image, remind, message, tiam-ucl"
DHN_COGEN_BIOGAS_CHP,Construction,"heat and power co-generation unit, 1MW electrical, common components for heat+electricity","heat and power co-generation unit construction, 1MW electrical, common components for heat+electricity","image, remind, message, tiam-ucl"
DHN_COGEN_BIOGAS_ELEC,Construction,"heat and power co-generation unit, 1MW electrical, components for electricity only","heat and power co-generation unit construction, 1MW electrical, components for electricity only","image, remind, message, tiam-ucl"
DHN_COGEN_BIOGAS_HEAT,Construction,"heat and power co-generation unit, 1MW electrical, components for heat only","heat and power co-generation unit construction, 1MW electrical, components for heat only","image, remind, message, tiam-ucl"
DHN_COGEN_GAS,Operation,"heat, district or industrial, natural gas","heat and power co-generation, natural gas, 1MW electrical, lean burn","image, remind, message, tiam-ucl"
DHN_COGEN_GAS_CHP,Construction,"heat and power co-generation unit, 1MW electrical, common components for heat+electricity","heat and power co-generation unit construction, 1MW electrical, common components for heat+electricity","image, remind, message, tiam-ucl"
DHN_COGEN_GAS_ELEC,Construction,"heat and power co-generation unit, 1MW electrical, components for electricity only","heat and power co-generation unit construction, 1MW electrical, components for electricity only","image, remind, message, tiam-ucl"
DHN_COGEN_GAS_HEAT,Construction,"heat and power co-generation unit, 1MW electrical, components for heat only","heat and power co-generation unit construction, 1MW electrical, components for heat only","image, remind, message, tiam-ucl"
DHN_COGEN_WASTE,Operation,"heat, district or industrial, other than natural gas","heat, from municipal waste incineration to generic market for heat, district or industrial, other than natural gas","image, remind, message, tiam-ucl"
DHN_COGEN_WASTE_BOILER,Construction,municipal waste incineration facility,municipal waste incineration facility construction,"image, remind, message, tiam-ucl"
DHN_COGEN_WASTE_CC,Operation,"heat, district or industrial, other than natural gas","heat, from municipal waste incineration to generic market for heat, district or industrial, other than natural gas","image, remind, message, tiam-ucl"
DHN_COGEN_WASTE_CC_BOILER,Construction,municipal waste incineration facility,municipal waste incineration facility construction,"image, remind, message, tiam-ucl"
DHN_COGEN_WASTE_CC_TURBINE,Construction,"heat and power co-generation unit, organic Rankine cycle, 200kW electrical","heat and power co-generation unit construction, organic Rankine cycle, 200kW electrical","image, remind, message, tiam-ucl"
DHN_COGEN_WASTE_TURBINE,Construction,"heat and power co-generation unit, organic Rankine cycle, 200kW electrical","heat and power co-generation unit construction, organic Rankine cycle, 200kW electrical","image, remind, message, tiam-ucl"
DHN_COGEN_WOOD,Operation,"heat, district or industrial, other than natural gas","heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014","image, remind, message, tiam-ucl"
DHN_COGEN_WOOD_BOILER,Construction,"furnace, wood chips, with silo, 5000kW","furnace production, wood chips, with silo, 5000kW","image, remind, message, tiam-ucl"
DHN_COGEN_WOOD_DUST,Construction,"dust collector, electrostatic precipitator, for industrial use","market for dust collector, electrostatic precipitator, for industrial use","image, remind, message, tiam-ucl"
DHN_COGEN_WOOD_TURBINE,Construction,"heat and power co-generation unit, organic Rankine cycle, 1000kW electrical","market for heat and power co-generation unit, organic Rankine cycle, 1000kW electrical","image, remind, message, tiam-ucl"
DHN_DEEP_GEO,Operation,"heat, deep geothermal","heat production, deep geothermal","image, remind, message, tiam-ucl"
DHN_DEEP_GEO,Construction,geothermal heat plant,geothermal heat plant construction,"image, remind, message, tiam-ucl"
DHN_HP_ELEC,Operation,"heat, central or small-scale, other than natural gas","heat production, at heat pump 30kW, allocation exergy","image, remind, message, tiam-ucl"
DHN_HP_ELEC,Construction,"heat pump, 30kW","heat pump production, 30kW","image, remind, message, tiam-ucl"
DHN_TH_STORAGE,Construction,"thermal storage system, solar tower power plant, 20 MW","thermal storage system construction, solar tower power plant, 20 MW","image, remind, message, tiam-ucl"
DIE_STO,Construction,"liquid storage tank, chemicals, organics","liquid storage tank production, chemicals, organics","image, remind, message, tiam-ucl"
DIESEL,Resource,"diesel, low-sulfur","market for diesel, low-sulfur","image, remind, message, tiam-ucl"
DIESEL,Flow,"diesel, low-sulfur","market for diesel, low-sulfur","image, remind, message, tiam-ucl"
DIRECT_USAGE,Operation,"carbon dioxide, stored","carbon dioxide compression, transport and storage","image, remind, message, tiam-ucl"
DOGR,Operation,"carbon dioxide, stored","carbon dioxide compression, transport and storage","image, remind, message, tiam-ucl"
EHP_H2_GRID,Construction,"pipeline, for hydrogen transmission","pipeline, hydrogen, high pressure transmission network","image, remind, message, tiam-ucl"
EHP_NG_GRID,Construction,"pipeline, natural gas, high pressure distribution network","pipeline construction, natural gas, high pressure distribution network","image, remind, message, tiam-ucl"
EHV_GRID,Construction,"transmission network, electricity, high voltage","transmission network construction, electricity, high voltage","image, remind, message, tiam-ucl"
ELEC_EXPORT,Resource,"electricity, high voltage","market for electricity, high voltage","image, remind, message, tiam-ucl"
ELECTRICITY_EHV,Resource,"electricity, high voltage","electricity production, hydro, reservoir, non-alpine region","image, remind, message, tiam-ucl"
ELECTRICITY_EHV,Flow,"electricity, high voltage","market for electricity, high voltage","image, remind, message, tiam-ucl"
ELECTRICITY_HV,Flow,"electricity, high voltage","market for electricity, high voltage","image, remind, message, tiam-ucl"
ELECTRICITY_LV,Flow,"electricity, low voltage","market for electricity, low voltage","image, remind, message, tiam-ucl"
ELECTRICITY_MV,Flow,"electricity, medium voltage","market for electricity, medium voltage","image, remind, message, tiam-ucl"
EOR,Operation,"carbon dioxide, stored","carbon dioxide compression, transport and storage","image, remind, message, tiam-ucl"
ETHANE,Resource,ethane,market for ethane,"image, remind, message, tiam-ucl"
ETHANE,Flow,ethane,market for ethane,"image, remind, message, tiam-ucl"
ETHANE_CRACKING,Operation,ethane,natural gas liquids fractionation,"image, remind, message, tiam-ucl"
ETHANE_CRACKING,Construction,"chemical factory, organics","chemical factory construction, organics","image, remind, message, tiam-ucl"
ETHANE_OXIDATION,Operation,acetic acid,"acetic acid production, from n-butane oxidation","image, remind, message, tiam-ucl"
ETHANE_OXIDATION,Construction,"chemical factory, organics","chemical factory construction, organics","image, remind, message, tiam-ucl"
ETHANE_TO_ETHYLENE,Operation,ethylene,"unsaturated hydrocarbons production, steam cracking operation, average","image, remind, message, tiam-ucl"
ETHANE_TO_ETHYLENE,Construction,"chemical factory, organics","chemical factory construction, organics","image, remind, message, tiam-ucl"
ETHANOL,Resource,"ethanol, without water, in 99.7% solution state, from ethylene","market for ethanol, without water, in 99.7% solution state, from ethylene","image, remind, message, tiam-ucl"
ETHANOL,Flow,"ethanol, without water, in 99.7% solution state, from fermentation","market for ethanol, without water, in 99.7% solution state, from fermentation","image, remind, message, tiam-ucl"
ETHANOL_TO_JETFUELS,Construction,"chemical factory, organics","chemical factory construction, organics","image, remind, message, tiam-ucl"
ETHANOL_TO_JETFUELS,Operation,"kerosene, synthetic","kerosene production, from methanol, hydrogen from coal gasification, energy allocation","image, remind, message, tiam-ucl"
ETHYLBENZENE,Resource,ethyl benzene,market for ethyl benzene,"image, remind, message, tiam-ucl"
ETHYLBENZENE,Flow,ethyl benzene,market for ethyl benzene,"image, remind, message, tiam-ucl"
ETHYLENE,Resource,ethylene,market for ethylene,"image, remind, message, tiam-ucl"
ETHYLENE,Flow,ethylene,market for ethylene,"image, remind, message, tiam-ucl"
ETHYLENE_POLYMERIZATION,Construction,"chemical factory, organics","chemical factory construction, organics","image, remind, message, tiam-ucl"
ETHYLENE_POLYMERIZATION,Operation,ethylene,"unsaturated hydrocarbons production, steam cracking operation, average","image, remind, message, tiam-ucl"
FOOD,Flow,"sugar, from sugar beet",sugar beet processing,"image, remind, message, tiam-ucl"
FOOD_PROD,Operation,"sugar, from sugar beet",sugar beet processing,"image, remind, message, tiam-ucl"
FOOD_PROD,Construction,sugar refinery,sugar refinery construction,"image, remind, message, tiam-ucl"
FOOD_PROD_HP,Construction,sugar refinery,sugar refinery construction,"image, remind, message, tiam-ucl"
FOOD_PROD_HP,Operation,"sugar, from sugar beet",sugar beet processing,"image, remind, message, tiam-ucl"
FOOD_PROD_HR,Operation,"sugar, from sugar beet",sugar beet processing,"image, remind, message, tiam-ucl"
FOOD_PROD_HR,Construction,sugar refinery,sugar refinery construction,"image, remind, message, tiam-ucl"
FT,Operation,"diesel, synthetic, vehicle grade","diesel production, synthetic, from Fischer Tropsch process, hydrogen from wood gasification, energy allocation, at fuelling station","image, remind, message, tiam-ucl"
FT,Construction,"chemical factory, organics","chemical factory construction, organics","image, remind, message, tiam-ucl"
GASIFICATION_H2,Operation,"hydrogen, gaseous, 25 bar","hydrogen production, gaseous, 25 bar, from heatpipe reformer gasification of woody biomass, at gasification plant","image, remind, message, tiam-ucl"
GASIFICATION_H2_PLANT,Construction,synthetic gas factory,synthetic gas factory construction,"image, remind, message, tiam-ucl"
GASIFICATION_H2_TANK,Construction,"liquid storage tank, chemicals, organics","market for liquid storage tank, chemicals, organics","image, remind, message, tiam-ucl"
GASIFICATION_SNG,Operation,"syngas, RWGS, Production","syngas, RWGS, Production, for Fischer Tropsch process, hydrogen from wood gasification","image, remind, message, tiam-ucl"
GASIFICATION_SNG_PLANT,Construction,synthetic gas factory,synthetic gas factory construction,"image, remind, message, tiam-ucl"
GASIFICATION_SNG_TANK,Construction,"liquid storage tank, chemicals, organics","market for liquid storage tank, chemicals, organics","image, remind, message, tiam-ucl"
GASO_STO,Construction,"liquid storage tank, chemicals, organics","liquid storage tank production, chemicals, organics","image, remind, message, tiam-ucl"
GASOLINE,Resource,"petrol, low-sulfur","market for petrol, low-sulfur","image, remind, message, tiam-ucl"
GASOLINE,Flow,"petrol, low-sulfur","market for petrol, low-sulfur","image, remind, message, tiam-ucl"
GEOTHERMAL,Construction,"geothermal power plant, 5.5MWel",geothermal power plant construction,"image, remind, message, tiam-ucl"
GEOTHERMAL,Operation,"electricity, high voltage","electricity production, deep geothermal","image, remind, message, tiam-ucl"
H2_CCGT,Operation,"electricity, high voltage","electricity production, from hydrogen-fired one gigawatt gas turbine, for grid balancing","image, remind, message, tiam-ucl"
H2_CCGT,Construction,"gas power plant, combined cycle, 400MW electrical","gas power plant construction, combined cycle, 400MW electrical","image, remind, message, tiam-ucl"
H2_COMP_HE,Operation,"hydrogen, gaseous, low pressure","market for hydrogen, gaseous, low pressure","image, remind, message, tiam-ucl"
H2_COMP_HE,Construction,"compressor, for hydrogen transmission",compressor assembly for transmission hydrogen pipeline,"image, remind, message, tiam-ucl"
H2_COMP_LM,Construction,"compressor, for hydrogen transmission",compressor assembly for transmission hydrogen pipeline,"image, remind, message, tiam-ucl"
H2_COMP_LM,Operation,"hydrogen, gaseous, low pressure","market for hydrogen, gaseous, low pressure","image, remind, message, tiam-ucl"
H2_COMP_MH,Operation,"hydrogen, gaseous, low pressure","market for hydrogen, gaseous, low pressure","image, remind, message, tiam-ucl"
H2_COMP_MH,Construction,"compressor, for hydrogen transmission",compressor assembly for transmission hydrogen pipeline,"image, remind, message, tiam-ucl"
H2_EHP,Resource,"hydrogen, gaseous, low pressure","market for hydrogen, gaseous, low pressure","image, remind, message, tiam-ucl"
H2_EHP,Flow,"hydrogen, gaseous, low pressure","market for hydrogen, gaseous, low pressure","image, remind, message, tiam-ucl"
H2_EXP_EH,Operation,"hydrogen, gaseous, low pressure","market for hydrogen, gaseous, low pressure","image, remind, message, tiam-ucl"
H2_EXP_EH_COGEN,Construction,"air input/output unit, heat and power co-generation unit, 160kW electrical","air input/output unit production, heat and power co-generation unit, 160kW electrical","image, remind, message, tiam-ucl"
H2_EXP_EH_COGEN,Operation,"hydrogen, gaseous, low pressure","market for hydrogen, gaseous, low pressure","image, remind, message, tiam-ucl"
H2_EXP_HM,Operation,"hydrogen, gaseous, low pressure","market for hydrogen, gaseous, low pressure","image, remind, message, tiam-ucl"
H2_EXP_HM_COGEN,Construction,"air input/output unit, heat and power co-generation unit, 160kW electrical","air input/output unit production, heat and power co-generation unit, 160kW electrical","image, remind, message, tiam-ucl"
H2_EXP_HM_COGEN,Operation,"hydrogen, gaseous, low pressure","market for hydrogen, gaseous, low pressure","image, remind, message, tiam-ucl"
H2_EXP_ML,Operation,"hydrogen, gaseous, low pressure","market for hydrogen, gaseous, low pressure","image, remind, message, tiam-ucl"
H2_EXP_ML_COGEN,Operation,"hydrogen, gaseous, low pressure","market for hydrogen, gaseous, low pressure","image, remind, message, tiam-ucl"
H2_EXP_ML_COGEN,Construction,"air input/output unit, heat and power co-generation unit, 160kW electrical","air input/output unit production, heat and power co-generation unit, 160kW electrical","image, remind, message, tiam-ucl"
H2_HP,Resource,"hydrogen, gaseous, low pressure","market for hydrogen, gaseous, low pressure","image, remind, message, tiam-ucl"
H2_HP,Flow,"hydrogen, gaseous, low pressure","market for hydrogen, gaseous, low pressure","image, remind, message, tiam-ucl"
H2_LP,Resource,"hydrogen, gaseous, low pressure","market for hydrogen, gaseous, low pressure","image, remind, message, tiam-ucl"
H2_LP,Flow,"hydrogen, gaseous, low pressure","market for hydrogen, gaseous, low pressure","image, remind, message, tiam-ucl"
H2_MP,Resource,"hydrogen, gaseous, low pressure","market for hydrogen, gaseous, low pressure","image, remind, message, tiam-ucl"
H2_MP,Flow,"hydrogen, gaseous, low pressure","market for hydrogen, gaseous, low pressure","image, remind, message, tiam-ucl"
H2_NG_CCGT,Construction,"NGCC power plant, 400MWe","market for gas power plant, combined cycle, 400MW electrical","image, remind, message, tiam-ucl"
H2_NG_CCGT,Operation,"electricity, high voltage","electricity production, at natural gas-fired combined cycle power plant","image, remind, message, tiam-ucl"
H2_NG_CCGT_CCS,Operation,"electricity, high voltage","electricity production, at natural gas-fired combined cycle power plant, post, pipeline 200km, storage 1000m","image, remind, message, tiam-ucl"
H2_NG_CCGT_CCS,Construction,"NGCC power plant, 400MWe","market for gas power plant, combined cycle, 400MW electrical","image, remind, message, tiam-ucl"
H2_SNG_CCGT,Construction,"NGCC power plant, 400MWe","market for gas power plant, combined cycle, 400MW electrical","image, remind, message, tiam-ucl"
H2_SNG_CCGT,Operation,"electricity, high voltage","electricity production, at natural gas-fired combined cycle power plant","image, remind, message, tiam-ucl"
H2_SNG_CCGT_CCS,Operation,"electricity, high voltage","electricity production, at natural gas-fired combined cycle power plant, post, pipeline 200km, storage 1000m","image, remind, message, tiam-ucl"
H2_SNG_CCGT_CCS,Construction,"NGCC power plant, 400MWe","market for gas power plant, combined cycle, 400MW electrical","image, remind, message, tiam-ucl"
H2_STO,Construction,high pressure hydrogen storage tank,high pressure hydrogen storage tank,"image, remind, message, tiam-ucl"
HEAT_HIGH_T,Flow,"heat, district or industrial, other than natural gas","market for heat, district or industrial, other than natural gas","image, remind, message, tiam-ucl"
HEAT_LOW_T_DECEN,Flow,"heat, central or small-scale, other than natural gas","market for heat, central or small-scale, other than natural gas","image, remind, message, tiam-ucl"
HEAT_LOW_T_DHN,Flow,"heat, district or industrial, other than natural gas","market for heat, district or industrial, other than natural gas","image, remind, message, tiam-ucl"
HFO,Resource,heavy fuel oil,market for heavy fuel oil,"image, remind, message, tiam-ucl"
HFO,Flow,heavy fuel oil,market for heavy fuel oil,"image, remind, message, tiam-ucl"
HP_H2_GRID,Construction,"pipeline, for hydrogen transmission","pipeline, hydrogen, high pressure transmission network","image, remind, message, tiam-ucl"
HP_NG_GRID,Construction,"pipeline, natural gas, high pressure distribution network","pipeline construction, natural gas, high pressure distribution network","image, remind, message, tiam-ucl"
HT_LT_DEC,Operation,"heat, district or industrial, other than natural gas","market for heat, district or industrial, other than natural gas","image, remind, message, tiam-ucl"
HV_GRID,Construction,"transmission network, electricity, high voltage","transmission network construction, electricity, high voltage","image, remind, message, tiam-ucl"
HYDRO_DAM,Construction,"hydropower plant, reservoir","hydropower plant construction, reservoir","image, remind, message, tiam-ucl"
HYDRO_DAM,Operation,"electricity, high voltage","electricity production, hydro, reservoir, non-alpine region","image, remind, message, tiam-ucl"
HYDRO_GAS,Operation,"syngas, RWGS, Production","syngas, RWGS, Production, for Fischer Tropsch process, hydrogen from wood gasification","image, remind, message, tiam-ucl"
HYDRO_GAS,Construction,synthetic gas factory,synthetic gas factory construction,"image, remind, message, tiam-ucl"
HYDRO_GAS_CHP,Operation,"syngas, RWGS, Production","syngas, RWGS, Production, for Fischer Tropsch process, hydrogen from wood gasification","image, remind, message, tiam-ucl"
HYDRO_GAS_CHP_PLANT,Construction,synthetic gas factory,synthetic gas factory construction,"image, remind, message, tiam-ucl"
HYDRO_GAS_CHP_TURBINE,Construction,"heat and power co-generation unit, organic Rankine cycle, 200kW electrical","heat and power co-generation unit construction, organic Rankine cycle, 200kW electrical","image, remind, message, tiam-ucl"
HYDRO_RIVER,Construction,"hydropower plant, run-of-river","hydropower plant construction, run-of-river","image, remind, message, tiam-ucl"
HYDRO_RIVER,Operation,"electricity, high voltage","electricity production, hydro, run-of-river","image, remind, message, tiam-ucl"
IND_BOILER_BIOGAS,Construction,"industrial furnace, natural gas","industrial furnace production, natural gas","image, remind, message, tiam-ucl"
IND_BOILER_BIOGAS,Operation,"heat, district or industrial, natural gas","heat production, natural gas, at industrial furnace >100kW","image, remind, message, tiam-ucl"
IND_BOILER_BIOOIL,Operation,"heat, district or industrial, other than natural gas","heat production, heavy fuel oil, at industrial furnace 1MW","image, remind, message, tiam-ucl"
IND_BOILER_BIOOIL_PLANT,Construction,"industrial furnace, 1MW, oil","industrial furnace production, 1MW, oil","image, remind, message, tiam-ucl"
IND_BOILER_BIOOIL_TANK,Construction,"oil storage, 3000l","market for oil storage, 3000l","image, remind, message, tiam-ucl"
IND_BOILER_COAL,Operation,"heat, district or industrial, other than natural gas","heat production, at hard coal industrial furnace 1-10MW","image, remind, message, tiam-ucl"
